Geneid,8cell_1,8cell_2,8cell_3,Morula_1,Morula_2,Morula_3,Blastocyst_1,Blastocyst_2,Blastocyst_3
ENSG00000270560,0,0,0,0,0,24,0,0,0
ENSG00000254246,0,0,0,0,0,0,2,0,0
ENSG00000155868,975,1712,2447,276,99,731,358,30,246
ENSG00000170613,0,6,0,0,0,0,0,0,0
ENSG00000253980,0,0,0,0,0,0,0,0,0
ENSG00000253653,0,0,0,0,0,0,0,0,0
ENSG00000151292,672,1376,1318,223,58,666,244,26,139
ENSG00000113263,0,0,0,0,0,0,0,0,0
ENSG00000280068,0,0,0,0,0,0,0,0,0
ENSG00000250820,0,0,0,0,0,0,0,0,0
ENSG00000051596,1321,1416,1403,377,155,533,621,115,189
ENSG00000248596,0,0,0,0,0,0,0,0,0
ENSG00000287579,0,0,0,0,0,0,0,0,0
ENSG00000270989,0,0,0,0,0,0,0,0,0
ENSG00000170085,106,398,56,102,79,161,327,30,177
ENSG00000251667,0,27,0,1,0,37,105,1,5
ENSG00000122203,19027,16835,15962,1543,1029,5000,1400,88,386
ENSG00000175414,0,0,76,0,30,0,36,0,38
ENSG00000221464,0,0,0,0,0,0,0,0,0
ENSG00000048162,11656,3328,2423,1912,792,3489,3446,647,1630
ENSG00000146066,7309,6339,4570,1699,1093,1467,3646,2203,1398
ENSG00000175416,2571,1078,949,669,383,907,3499,1729,1431
ENSG00000280139,63,0,0,0,0,0,0,0,0
ENSG00000113194,4548,2639,3543,1623,874,3577,1967,53,694
ENSG00000113763,29,0,0,0,0,0,0,0,0
ENSG00000160883,0,14,106,0,0,0,0,0,0
ENSG00000087206,7178,3220,3401,917,290,2545,932,72,402
ENSG00000113761,0,552,831,41,54,106,450,109,113
ENSG00000251666,0,0,0,0,0,0,0,0,0
ENSG00000272459,0,159,29,0,36,2,6,0,0
ENSG00000184840,1570,362,700,414,124,617,1432,365,484
ENSG00000027847,62,0,93,97,63,0,583,314,189
ENSG00000248943,2,0,0,0,1,26,0,0,0
ENSG00000214351,0,0,0,0,0,0,0,0,0
ENSG00000250101,0,0,0,0,0,0,0,0,0
ENSG00000280207,0,0,22,6,0,0,10,0,0
ENSG00000249129,104,120,54,53,24,65,47,5,19
ENSG00000175325,0,0,0,0,0,0,0,0,0
ENSG00000218227,0,0,0,0,0,0,0,0,0
ENSG00000145911,229,4,0,0,30,0,65,181,63
ENSG00000145916,875,504,298,110,8,53,445,158,329
ENSG00000251211,0,0,0,0,0,16,0,0,0
ENSG00000244234,1,0,1,0,0,0,0,0,0
ENSG00000289390,2,1,16,4,0,0,0,2,0
ENSG00000197451,22024,25967,12399,4825,1822,8070,9995,1399,3913
ENSG00000175309,1023,260,351,38,13,116,159,37,23
ENSG00000248791,0,0,4,0,0,0,0,0,0
ENSG00000250526,5,1,1,1,2,5,11,0,3
ENSG00000250182,839,360,430,127,64,319,555,57,248
ENSG00000286970,0,0,0,0,0,0,0,0,0
ENSG00000249485,257,98,236,22,9,34,49,2,27
ENSG00000264792,0,0,0,0,0,0,0,0,0
ENSG00000154124,466,908,1078,299,209,407,568,93,247
ENSG00000253801,0,0,0,0,0,0,0,0,0
ENSG00000252108,0,0,0,0,0,0,0,0,0
ENSG00000213864,3,3,0,0,0,0,0,0,1
ENSG00000253787,0,0,0,0,0,0,0,0,0
ENSG00000145912,7616,5185,6195,1144,930,2042,1917,620,854
ENSG00000289726,6,0,7,0,2,0,0,0,0
ENSG00000135077,0,0,39,195,63,0,325,26,90
ENSG00000145675,1703,133,2164,105,28,379,201,10,63
ENSG00000145920,0,0,65,0,0,0,0,0,0
ENSG00000170234,486,882,1040,74,170,288,157,12,50
ENSG00000049883,37,23,174,168,130,68,343,39,133
ENSG00000244061,0,0,0,0,0,0,0,0,0
ENSG00000251108,0,0,0,0,0,0,0,0,0
ENSG00000261269,0,0,0,0,0,0,0,0,0
ENSG00000178175,0,0,0,0,0,0,0,0,0
ENSG00000211445,334,42,0,25,0,22,56,8,2
ENSG00000254298,0,0,0,0,0,0,0,0,0
ENSG00000285420,0,0,0,0,3,0,0,0,0
ENSG00000198624,0,52,233,1,43,34,32,0,0
ENSG00000196743,124,199,506,145,106,255,3183,822,1952
ENSG00000186334,1,0,0,0,0,0,0,0,0
ENSG00000186335,683,106,158,89,4,26,3,6,0
ENSG00000270904,111,19,0,0,0,10,2,0,0
ENSG00000253472,0,0,0,0,0,2,0,0,0
ENSG00000271494,0,0,0,0,0,88,0,0,0
ENSG00000200227,0,0,0,0,0,0,0,0,0
ENSG00000196923,532,278,431,247,101,415,328,235,181
ENSG00000272323,0,59,92,8,0,0,0,0,0
ENSG00000250140,0,0,3,0,0,0,0,0,0
ENSG00000241829,0,0,0,0,0,0,0,0,0
ENSG00000113456,1875,1925,4851,296,171,827,706,50,178
ENSG00000113460,17550,6975,16281,2183,1020,5466,2280,224,1069
ENSG00000153044,437,343,1280,104,84,306,174,93,103
ENSG00000134056,98,112,182,36,18,145,259,64,206
ENSG00000287701,124,0,2,0,0,0,0,2,0
ENSG00000249856,95,0,0,0,0,0,0,0,0
ENSG00000196390,0,0,0,0,0,0,0,0,0
ENSG00000239517,0,0,0,0,0,0,0,0,0
ENSG00000182383,0,1,0,0,0,0,0,0,1
ENSG00000249157,0,0,0,0,0,0,0,0,0
ENSG00000176928,0,161,594,4,2,0,0,0,0
ENSG00000145700,0,0,8,8,2,0,0,0,0
ENSG00000152359,1601,945,1155,199,117,314,513,94,329
ENSG00000207333,0,0,0,0,0,0,0,0,0
ENSG00000251078,0,0,0,0,0,0,0,0,0
ENSG00000251419,13,5,8,0,1,1,0,0,0
ENSG00000249301,0,0,0,0,0,0,0,0,0
ENSG00000248684,0,0,0,0,0,0,0,0,0
ENSG00000228367,0,1,0,0,0,0,0,0,0
ENSG00000249777,0,0,0,0,0,0,0,0,0
ENSG00000251342,0,0,0,0,0,0,0,0,0
ENSG00000248127,0,0,0,0,0,0,0,0,0
ENSG00000122012,120,7,49,7,4,38,294,7,64
ENSG00000252833,0,0,7,0,0,0,0,0,0
ENSG00000251668,0,0,0,0,0,0,0,0,0
ENSG00000254893,121,124,270,33,23,156,20,4,20
ENSG00000249014,2,3,4,0,0,0,2,0,3
ENSG00000251107,0,0,0,0,0,0,0,0,0
ENSG00000250348,37,3,59,0,15,5,625,12,172
ENSG00000145703,2661,2198,5901,625,107,710,4378,272,1459
ENSG00000171643,4,38,484,18,5,48,7,0,0
ENSG00000252684,0,0,0,0,0,0,0,0,0
ENSG00000145708,2442,1042,1524,26,1,50,52,0,0
ENSG00000164252,25,56,750,55,41,56,188,21,88
ENSG00000285000,0,0,0,0,0,0,0,0,0
ENSG00000132846,0,13,70,0,0,4,37,2,33
ENSG00000250615,0,0,0,0,0,0,0,0,0
ENSG00000238961,0,0,0,0,0,0,0,0,0
ENSG00000250802,0,98,84,0,10,14,3,2,3
ENSG00000284762,0,0,0,0,0,0,0,0,0
ENSG00000251566,0,0,0,0,0,0,0,0,0
ENSG00000113231,209,206,275,7,11,36,0,0,4
ENSG00000251400,5,3,1,0,2,0,0,0,2
ENSG00000164253,930,594,877,482,148,1069,737,26,345
ENSG00000244019,1,0,0,0,1,0,0,0,0
ENSG00000244363,579,119,170,84,69,210,122,4,87
ENSG00000171540,0,0,22,0,0,4,0,0,0
ENSG00000171530,2022,2120,4693,1421,801,2813,5690,693,3001
ENSG00000213763,4,0,3,0,0,0,7,3,1
ENSG00000133710,180,43,99,153,46,123,40,0,27
ENSG00000283288,0,0,0,0,0,0,0,0,0
ENSG00000184584,0,0,0,0,14,0,0,0,0
ENSG00000249689,0,0,0,0,0,0,0,0,0
ENSG00000249215,0,1,0,0,0,0,0,0,0
ENSG00000286403,0,0,0,0,0,1,0,0,0
ENSG00000207020,0,0,0,0,0,0,0,0,0
ENSG00000275506,0,0,0,0,0,0,0,0,0
ENSG00000272255,0,0,0,0,0,0,0,0,0
ENSG00000171604,0,285,0,0,2,29,240,82,106
ENSG00000250635,0,0,0,0,0,0,0,0,0
ENSG00000131508,339,383,1531,160,65,555,547,75,335
ENSG00000113048,526,406,1497,269,241,284,2842,195,783
ENSG00000153347,0,3,31,0,0,0,1,0,0
ENSG00000225165,1,0,33,0,0,1,1,0,1
ENSG00000212259,0,0,0,0,0,0,0,0,0
ENSG00000164291,646,490,491,123,17,173,73,12,40
ENSG00000178015,0,0,0,0,0,0,0,0,0
ENSG00000287581,0,0,0,0,0,0,0,0,0
ENSG00000145569,295,59,655,20,29,37,27,2,0
ENSG00000251366,0,0,0,24,0,13,0,0,0
ENSG00000251221,0,19,0,16,0,29,3,0,0
ENSG00000249655,1,0,0,0,0,0,6,0,0
ENSG00000152670,2485,1058,3677,522,72,385,117,0,18
ENSG00000251368,0,0,0,0,0,0,0,0,0
ENSG00000199322,0,0,0,0,0,0,0,0,0
ENSG00000248854,0,1,0,0,0,0,0,0,0
ENSG00000262211,0,0,0,0,0,0,0,0,0
ENSG00000264281,78,93,80,51,23,28,146,36,72
ENSG00000238326,0,0,3,1,0,0,0,0,0
ENSG00000134352,1,110,368,51,52,69,509,97,219
ENSG00000113492,0,0,0,0,0,0,0,0,0
ENSG00000250886,0,0,0,0,0,0,0,0,0
ENSG00000168724,6324,2792,4529,934,181,2506,2328,215,1734
ENSG00000164185,0,0,6,0,0,0,0,0,0
ENSG00000250803,0,0,0,0,0,0,0,0,0
ENSG00000248203,0,0,0,0,0,0,0,0,0
ENSG00000181751,0,51,237,2,0,88,2,4,0
ENSG00000250567,0,0,0,0,0,0,0,0,0
ENSG00000145725,614,435,485,147,42,609,324,44,181
ENSG00000244921,7,2,5,1,12,3,3,0,2
ENSG00000249119,47,8,35,9,2,19,13,7,10
ENSG00000248923,50,23,26,16,6,16,31,12,9
ENSG00000247627,2624,1646,4865,2126,195,1161,4499,1674,2747
ENSG00000198868,6,9,7,4,1,6,10,3,1
ENSG00000263963,0,0,0,0,0,0,0,0,0
ENSG00000249192,0,0,0,0,0,0,0,0,0
ENSG00000152705,0,2,0,0,0,0,18,2,8
ENSG00000069011,212,130,94,108,204,560,147,222,198
ENSG00000224186,0,0,135,0,0,0,7,2,2
ENSG00000277619,0,0,0,0,0,0,0,0,0
ENSG00000249082,0,51,45,20,0,20,4,0,8
ENSG00000248753,0,0,0,0,0,0,0,0,0
ENSG00000248482,0,0,0,0,0,0,0,0,0
ENSG00000250167,0,0,0,0,0,0,0,0,0
ENSG00000145832,2,3,4,3,0,2,18,1,1
ENSG00000181965,66,53,181,46,2,73,0,0,0
ENSG00000145824,19,6,21,2,0,346,1,0,0
ENSG00000251045,0,0,0,0,0,0,0,0,0
ENSG00000223539,0,29,0,0,0,0,0,0,0
ENSG00000265924,0,0,0,0,0,0,0,0,0
ENSG00000250378,0,0,0,0,0,0,0,0,0
ENSG00000288892,0,0,0,0,0,0,0,0,0
ENSG00000279047,0,10,210,40,41,49,0,3,2
ENSG00000289752,0,0,0,0,0,0,0,0,0
ENSG00000011083,0,0,0,0,0,0,0,0,0
ENSG00000070808,244,314,167,4,16,0,8,0,6
ENSG00000055163,648,2,109,0,0,3,603,10,27
ENSG00000213328,0,0,0,0,0,0,0,0,0
ENSG00000253869,2,0,0,0,0,0,0,0,0
ENSG00000272431,0,0,0,0,0,0,0,2,0
ENSG00000178187,0,128,30,4,0,2,24,0,24
ENSG00000254035,0,0,0,1,0,0,0,0,0
ENSG00000113262,0,0,0,0,0,0,10,0,0
ENSG00000254158,0,0,0,0,0,0,0,0,0
ENSG00000234284,0,38,30,9,25,3,187,13,57
ENSG00000177932,0,20,27,13,6,10,21,0,0
ENSG00000253144,0,0,0,0,0,0,0,0,0
ENSG00000087116,40,0,0,17,4,48,81,46,88
ENSG00000253979,0,0,0,0,0,0,0,0,0
ENSG00000253163,0,0,0,0,0,0,0,0,0
ENSG00000253617,0,0,0,0,0,0,0,0,0
ENSG00000250674,33,36,198,0,12,16,0,0,0
ENSG00000274716,0,0,0,0,0,0,0,0,0
ENSG00000253652,0,0,0,52,5,0,0,0,0
ENSG00000253520,0,0,0,0,0,0,0,0,0
ENSG00000146067,700,71,401,199,179,137,435,292,46
ENSG00000112851,1044,711,1689,377,257,941,942,172,763
ENSG00000269961,0,0,91,0,0,0,0,0,0
ENSG00000252904,0,0,12,0,0,0,2,0,2
ENSG00000286314,68,3,112,0,2,32,9,0,20
ENSG00000285999,0,24,0,5,19,36,35,0,4
ENSG00000153914,1012,1754,2959,442,126,988,1060,93,355
ENSG00000253744,0,0,0,0,0,0,0,0,0
ENSG00000248846,0,0,0,0,0,0,0,0,0
ENSG00000251983,0,0,0,0,0,0,0,0,0
ENSG00000068796,291,321,1544,77,27,363,770,26,193
ENSG00000113249,2,227,4131,890,1149,783,5025,272,2622
ENSG00000205838,1182,161,710,25,0,1,22,1,6
ENSG00000198677,0,113,699,201,26,161,2700,57,693
ENSG00000251279,3,153,448,50,20,46,19,9,0
ENSG00000250198,0,0,30,0,0,0,0,0,0
ENSG00000245812,0,0,4,0,0,0,0,0,0
ENSG00000261360,0,30,419,0,0,0,0,0,0
ENSG00000278905,0,0,0,0,0,0,0,0,0
ENSG00000284336,0,0,0,0,0,0,0,0,0
ENSG00000287180,0,0,17,0,0,24,2,0,0
ENSG00000249353,4950,2143,3553,909,606,4632,1455,122,841
ENSG00000248483,0,0,37,0,0,0,1,0,0
ENSG00000272406,0,0,0,0,0,0,0,0,0
ENSG00000175745,0,0,35,0,0,0,55,0,12
ENSG00000286713,0,108,43,0,0,35,0,0,0
ENSG00000285978,0,0,0,0,0,0,0,0,0
ENSG00000169131,593,256,398,72,20,538,60,16,39
ENSG00000274813,0,0,0,0,0,0,0,0,0
ENSG00000253725,0,0,0,0,0,0,0,0,0
ENSG00000278441,0,0,0,0,0,0,0,0,0
ENSG00000178338,85,14,33,20,40,137,111,9,47
ENSG00000206624,0,0,0,0,0,0,0,0,0
ENSG00000242110,0,36,0,0,0,0,0,0,0
ENSG00000289791,0,0,0,0,0,0,0,0,0
ENSG00000274235,0,0,0,0,0,0,0,0,0
ENSG00000277866,0,0,0,0,0,0,0,0,0
ENSG00000197043,0,143,0,2,0,0,845,283,459
ENSG00000249201,0,0,0,0,0,0,0,0,0
ENSG00000174358,0,0,0,911,98,1212,3420,3779,3926
ENSG00000164363,0,0,0,3,0,0,0,0,0
ENSG00000287486,0,24,0,1,0,0,0,2,3
ENSG00000164362,21,26,32,345,44,136,238,333,242
ENSG00000263670,0,0,0,0,0,0,0,0,0
ENSG00000049656,10116,8642,7044,3216,1004,3908,6295,2628,2603
ENSG00000286388,0,4,335,27,0,2,47,0,34
ENSG00000250584,473,315,281,70,46,0,0,1,0
ENSG00000248951,0,0,0,0,0,0,0,0,0
ENSG00000279908,0,0,0,0,0,0,0,0,0
ENSG00000153395,952,503,1451,190,42,79,1273,320,782
ENSG00000273742,0,0,0,0,0,0,0,0,0
ENSG00000251532,0,0,0,0,0,0,0,0,0
ENSG00000254335,0,0,0,0,0,0,0,0,0
ENSG00000172058,1,7,12,0,0,2,7,0,1
ENSG00000172062,371,652,573,103,20,69,58,1,34
ENSG00000285204,0,0,0,0,0,0,0,0,0
ENSG00000249437,62,15,52,8,0,5,10,1,1
ENSG00000145736,10,15,91,22,11,14,170,23,54
ENSG00000230847,0,0,3,1,2,4,0,0,2
ENSG00000251634,38,4,22,2,0,5,5,0,5
ENSG00000253900,0,0,0,0,0,0,0,0,0
ENSG00000289810,0,0,0,0,0,0,2,0,0
ENSG00000246214,669,758,539,11,26,37,1,0,7
ENSG00000289152,20,20,19,2,11,0,6,2,0
ENSG00000288957,1,50,16,15,0,0,0,0,0
ENSG00000249492,0,0,2,0,0,0,2,6,2
ENSG00000245556,0,333,696,4,140,100,62,17,18
ENSG00000280187,0,0,163,0,0,0,8,0,10
ENSG00000289535,0,0,0,0,0,0,0,0,0
ENSG00000286615,0,0,0,0,20,0,0,0,0
ENSG00000251169,0,0,0,0,0,0,10,0,32
ENSG00000286193,0,0,26,0,0,0,0,0,0
ENSG00000254211,0,0,0,0,0,0,0,0,0
ENSG00000272086,0,19,260,0,0,0,40,4,12
ENSG00000272070,0,0,0,0,0,0,0,0,0
ENSG00000287367,0,0,0,0,0,0,0,0,0
ENSG00000251131,0,120,420,10,0,0,0,0,0
ENSG00000250328,6,2,0,5,0,0,8,2,2
ENSG00000248664,0,2,77,2,0,0,0,0,0
ENSG00000289497,0,0,0,0,0,0,0,0,0
ENSG00000286638,0,0,0,0,0,43,8,0,0
ENSG00000245275,60,32,23,13,40,0,116,18,75
ENSG00000287263,0,215,406,1,4,0,0,0,0
ENSG00000250994,0,0,0,0,55,0,2,0,29
ENSG00000288764,0,36,0,19,21,0,0,0,0
ENSG00000289912,0,0,0,0,0,0,0,0,0
ENSG00000249364,0,0,0,5,0,148,0,6,0
ENSG00000289916,0,0,0,0,0,0,0,0,0
ENSG00000249572,0,100,38,7,2,0,13,25,20
ENSG00000289274,0,0,0,0,0,0,0,0,0
ENSG00000281327,0,0,0,0,0,0,2,0,0
ENSG00000289924,0,0,1,0,0,0,0,0,0
ENSG00000289839,0,1,0,0,0,0,6,4,22
ENSG00000286753,23,16,46,2,4,2,0,6,29
ENSG00000288095,0,3,4,2,0,28,0,0,0
ENSG00000249743,0,0,22,0,0,0,0,0,0
ENSG00000272525,524,531,1042,61,17,66,38,0,17
ENSG00000215068,0,10,137,4,13,1,0,0,0
ENSG00000248884,0,0,0,0,0,0,0,0,0
ENSG00000289493,0,0,0,0,0,0,0,0,0
ENSG00000253736,0,0,0,0,0,0,2,0,0
ENSG00000287709,2,0,0,0,0,0,0,0,2
ENSG00000250072,0,0,0,0,0,0,0,0,0
ENSG00000289260,0,0,30,0,0,0,0,0,0
ENSG00000249335,119,39,182,4,0,0,0,0,2
ENSG00000245526,0,0,74,0,0,0,0,0,4
ENSG00000288737,0,0,0,0,0,0,0,0,0
ENSG00000250786,347,9,0,0,0,0,16,0,0
ENSG00000289056,0,0,1,0,0,0,0,0,0
ENSG00000286656,1031,212,1515,2,0,16,0,0,0
ENSG00000231185,17,2,0,0,0,0,0,1,0
ENSG00000248309,0,2,120,0,0,4,0,0,0
ENSG00000288978,0,0,0,0,0,0,0,0,0
ENSG00000237187,0,45,127,4,14,7,0,0,26
ENSG00000278970,140,53,65,0,15,38,18,0,5
ENSG00000177738,0,61,396,1,23,1,20,5,23
ENSG00000248898,0,0,0,0,0,0,6,0,0
ENSG00000271918,76,24,49,23,2,0,15,4,9
ENSG00000280780,0,0,0,0,0,0,0,0,0
ENSG00000247516,6,77,108,39,0,14,0,4,4
ENSG00000289458,0,0,0,0,0,0,0,0,0
ENSG00000248925,0,17,83,0,2,3,0,0,16
ENSG00000236882,0,16,88,23,0,0,0,0,0
ENSG00000251409,0,0,4,0,0,0,0,0,0
ENSG00000290020,0,0,0,0,0,0,0,0,0
ENSG00000289112,0,44,67,4,0,31,18,49,2
ENSG00000248367,0,10,18,8,0,0,3,0,0
ENSG00000286062,0,0,0,0,0,0,0,0,0
ENSG00000289317,0,0,15,0,0,0,1,0,0
ENSG00000249746,0,0,27,0,0,0,0,0,0
ENSG00000272523,0,0,0,0,0,0,0,0,0
ENSG00000247796,0,34,0,35,0,0,25,0,0
ENSG00000250981,0,0,0,0,0,0,0,0,0
ENSG00000259663,0,0,0,0,0,0,0,0,0
ENSG00000281357,0,0,0,0,0,6,10,0,0
ENSG00000290019,0,0,0,0,5,0,0,0,0
ENSG00000251257,0,0,14,0,0,0,0,0,0
ENSG00000245937,0,0,0,0,0,0,0,0,0
ENSG00000289075,0,0,0,0,0,0,6,0,0
ENSG00000247828,260,620,665,299,74,488,451,43,391
ENSG00000286961,0,0,0,0,0,0,0,0,0
ENSG00000250155,0,20,0,0,0,0,6,0,0
ENSG00000224032,5951,3743,3846,280,608,1136,1534,176,457
ENSG00000238160,0,0,0,0,0,0,0,0,0
ENSG00000131732,2580,1338,1949,747,185,1126,680,44,292
ENSG00000172497,0,1,0,0,0,0,0,0,0
ENSG00000286721,0,32,0,0,0,0,0,0,0
ENSG00000145687,52,130,230,138,13,45,42,0,6
ENSG00000287938,0,0,0,0,0,0,0,0,0
ENSG00000249483,0,0,0,0,0,0,0,0,0
ENSG00000214857,1,0,3,0,0,1,1,0,0
ENSG00000113558,77,170,167,8,11,122,68,14,11
ENSG00000272772,0,0,0,0,0,0,0,0,0
ENSG00000113575,83,122,130,20,1,88,23,11,22
ENSG00000273345,0,26,0,6,0,10,11,0,0
ENSG00000289088,0,0,0,0,0,0,0,7,0
ENSG00000206077,554,2,184,3,3,1,1,1,2
ENSG00000288930,0,0,0,0,0,1,0,8,0
ENSG00000250749,0,0,0,0,0,0,0,0,0
ENSG00000161055,0,0,0,0,0,0,0,0,0
ENSG00000037280,0,0,0,1,5,0,0,2,0
ENSG00000251352,0,0,0,0,0,0,0,0,0
ENSG00000248717,0,0,0,0,0,0,0,0,0
ENSG00000236791,0,0,0,0,0,0,0,0,0
ENSG00000207290,0,0,0,0,0,0,0,0,0
ENSG00000238035,2,1,1,4,0,3,4,0,2
ENSG00000274553,0,0,0,0,0,0,0,0,0
ENSG00000269983,0,0,0,0,0,0,0,0,2
ENSG00000253333,2,16,0,2,0,2,5,0,0
ENSG00000196302,44,0,5,0,0,0,0,0,0
ENSG00000286577,0,13,13,0,0,4,0,0,0
ENSG00000254132,2,2,1,1,0,1,0,1,0
ENSG00000251544,0,0,0,0,0,1,0,0,0
ENSG00000251340,1,0,0,0,0,0,0,0,0
ENSG00000232578,0,0,0,0,0,2,0,0,0
ENSG00000270133,53,0,18,0,0,0,2,0,0
ENSG00000133302,2140,540,2325,199,84,650,192,16,137
ENSG00000249175,0,0,0,0,0,0,0,0,0
ENSG00000243806,0,0,0,0,0,0,0,0,0
ENSG00000276514,0,0,0,0,0,0,0,0,0
ENSG00000185261,3,19,4,0,1,0,12,5,2
ENSG00000113648,751,361,468,847,264,1156,3702,348,1710
ENSG00000280987,12,11,0,0,1,0,0,0,0
ENSG00000038382,6304,1944,4528,731,56,646,349,111,195
ENSG00000177733,2710,1015,1506,147,142,412,333,95,290
ENSG00000249807,0,0,61,4,0,0,2,0,0
ENSG00000280449,0,0,0,0,0,0,0,0,0
ENSG00000280368,0,0,0,13,0,0,0,0,0
ENSG00000260515,0,0,10,0,0,0,0,0,0
ENSG00000271998,0,0,0,0,0,0,0,0,0
ENSG00000272417,2,3,4,0,0,0,0,0,0
ENSG00000150756,1417,545,859,132,132,322,213,15,100
ENSG00000248968,15,4,1,0,2,0,0,0,0
ENSG00000150753,19066,14489,21596,7224,2179,7708,20381,1719,7359
ENSG00000271980,0,13,2,0,0,1,0,0,0
ENSG00000271715,0,0,0,0,0,0,0,0,0
ENSG00000164237,0,0,33,50,0,46,22,4,12
ENSG00000252341,0,0,0,0,0,0,0,0,0
ENSG00000252671,0,0,0,0,0,0,0,0,0
ENSG00000280369,0,0,0,0,0,0,0,0,0
ENSG00000250600,0,0,0,0,0,0,0,0,0
ENSG00000145491,0,0,13,31,2,54,0,0,15
ENSG00000277073,0,0,0,0,0,0,0,0,0
ENSG00000246016,0,0,0,0,0,5,0,0,0
ENSG00000244361,0,0,0,0,0,0,0,0,0
ENSG00000249166,0,0,0,0,0,0,0,0,0
ENSG00000249396,0,44,2,0,0,0,0,0,0
ENSG00000251250,0,0,0,0,0,0,0,0,0
ENSG00000290510,129,0,3,0,0,0,0,0,0
ENSG00000168967,0,0,0,0,0,0,0,0,0
ENSG00000290530,0,0,0,0,0,0,0,0,0
ENSG00000215158,0,0,0,0,0,0,0,0,0
ENSG00000290548,0,0,71,0,0,1,29,0,8
ENSG00000205449,0,0,0,0,0,0,0,0,0
ENSG00000290550,1,0,1,0,0,2,0,0,0
ENSG00000249444,0,0,0,0,0,0,0,0,0
ENSG00000290580,0,0,0,0,0,0,0,0,0
ENSG00000253798,0,0,0,0,0,0,0,0,0
ENSG00000290601,0,0,0,0,0,0,0,0,0
ENSG00000169040,0,0,0,0,0,0,0,0,0
ENSG00000290836,0,0,0,0,0,0,0,0,0
ENSG00000255622,0,0,0,0,0,0,0,0,0
ENSG00000146001,0,0,0,0,0,0,0,0,0
ENSG00000262096,0,0,20,0,0,0,0,0,0
ENSG00000283559,0,0,0,0,0,0,0,0,0
ENSG00000246596,260,29,53,1,0,21,21,0,0
ENSG00000253897,0,18,0,0,0,5,0,0,0
ENSG00000250420,0,1,0,0,0,0,0,0,0
ENSG00000185986,0,2,1,0,0,0,0,0,0
ENSG00000170089,0,0,0,0,0,0,0,0,0
ENSG00000197083,0,0,0,0,0,0,0,0,0
ENSG00000250765,0,0,0,0,0,0,0,0,0
ENSG00000226259,0,0,0,0,0,0,0,0,0
ENSG00000250687,0,0,0,0,0,0,0,0,0
ENSG00000249073,0,0,0,0,0,0,0,0,0
ENSG00000113583,383,545,740,294,217,139,366,42,223
ENSG00000213585,2201,899,1678,1094,733,2056,6922,445,3398
ENSG00000271737,0,0,0,0,0,0,0,13,3
ENSG00000271128,0,0,0,0,0,0,0,0,0
ENSG00000081059,536,84,455,53,84,152,504,164,128
ENSG00000232633,0,0,0,0,0,0,0,0,0
ENSG00000212122,0,0,0,0,0,0,0,0,0
ENSG00000251741,0,0,0,0,0,0,0,0,0
ENSG00000047188,2,136,209,123,18,85,500,15,152
ENSG00000171444,396,131,57,49,51,79,12,18,16
ENSG00000288763,0,0,0,0,0,0,0,0,0
ENSG00000251553,0,0,0,2,0,0,1,0,0
ENSG00000174136,2011,165,366,40,5,258,51,0,4
ENSG00000246763,0,0,299,2,2,1,0,0,0
ENSG00000279232,0,0,0,0,0,0,0,0,0
ENSG00000250162,0,0,1,0,0,0,0,0,0
ENSG00000153922,3302,2921,4865,579,310,2305,913,61,299
ENSG00000222610,0,0,0,0,0,0,0,0,0
ENSG00000248489,0,2,107,0,10,0,18,6,0
ENSG00000200351,0,0,0,0,0,0,1,0,0
ENSG00000241597,0,0,172,0,0,0,0,0,0
ENSG00000291283,0,0,0,0,0,0,0,0,0
ENSG00000290968,0,0,0,0,0,0,0,0,0
ENSG00000113712,5826,5680,5331,1842,783,2682,3261,342,1036
ENSG00000230551,127,177,181,43,15,149,204,8,67
ENSG00000241112,212,598,0,19,0,28,37,5,0
ENSG00000279979,0,0,0,0,0,0,0,0,0
ENSG00000278865,0,0,0,0,0,0,0,0,0
ENSG00000112977,557,581,1242,300,218,355,1212,517,558
ENSG00000272324,0,0,0,0,0,0,0,0,0
ENSG00000250576,0,0,0,0,0,0,0,0,0
ENSG00000169862,122,68,8,75,0,0,0,1,4
ENSG00000207312,0,0,0,0,0,0,0,0,0
ENSG00000113070,774,303,80,78,132,391,0,0,0
ENSG00000271795,0,2,66,6,6,23,0,0,0
ENSG00000276622,0,0,0,0,0,0,0,0,0
ENSG00000113140,0,141,44,379,33,133,2557,533,2596
ENSG00000275765,0,38,12,4,2,0,27,17,19
ENSG00000039537,0,0,0,0,0,0,0,0,0
ENSG00000288911,430,692,1156,50,28,82,35,0,18
ENSG00000112936,0,0,12,0,0,0,0,0,0
ENSG00000138829,62,32,70,10,0,58,0,0,0
ENSG00000242976,0,0,0,0,0,0,0,0,0
ENSG00000155511,264,22,92,3,0,0,12,0,0
ENSG00000273549,0,0,0,0,0,0,0,0,0
ENSG00000249834,0,0,0,0,0,0,0,0,0
ENSG00000145879,0,0,30,0,0,0,0,0,4
ENSG00000204909,0,0,0,0,0,0,0,0,0
ENSG00000145868,512,175,640,304,147,268,311,22,214
ENSG00000274799,0,0,0,0,0,34,0,0,0
ENSG00000251330,0,0,0,0,0,0,0,0,0
ENSG00000164270,2,0,0,0,0,0,0,0,0
ENSG00000253297,0,0,0,0,0,0,0,0,0
ENSG00000235172,0,0,0,0,0,0,0,0,0
ENSG00000234511,2,40,23,9,0,4,16,7,6
